timestamp,ping,download,upload
1640322901123.858,26.49,62.66,36.68
1640326500134.366,13.99,92.23,34.88
1640330100159.96,14.29,94.45,36.06
1640333700189.2852,24.16,90.86,35.9
1640337300214.577,16.47,80.15,37.27
1640340900237.2651,15.8,74.66,36.74
1640344500247.309,38.13,80.14,36.66
1640348100331.8801,26.67,93.18,35.13
1640351700304.655,40.8,53.73,36.68
1640355300328.318,24.17,93.48,35.02
1640358900349.455,28.01,91.83,37.2
1640362500365.711,29.72,93.97,36.14
1640366100386.011,41.0,91.48,36.79
1640369700423.048,27.79,93.81,37.39
1640373300437.32,39.99,92.92,37.28
1640376900460.423,27.29,94.21,37.27
1640380500486.13,16.4,94.29,35.58
1640384100509.5999,19.37,94.31,31.26
1640387700539.498,38.82,92.6,32.46
1640391300563.122,23.18,93.89,36.46
1640394900577.43,35.56,62.69,36.72
1640398500601.5798,60.2,91.46,37.26
1640402100626.205,25.82,93.62,37.62
1640405700648.696,32.02,62.77,37.56
1640409300678.189,23.06,94.51,37.05
1640412900694.1719,18.6,94.42,37.59
1640416500726.465,20.64,94.33,37.06
1640420100741.525,17.72,94.65,36.82
1640423700760.8892,19.05,91.99,37.0
1640427300786.225,16.31,85.1,35.62
1640430900809.341,26.67,56.53,36.73
1640434500835.284,16.27,94.33,35.84
1640438100857.507,14.77,94.5,36.94
1640441700880.8489,14.97,94.3,35.34
1640445300904.683,22.67,94.41,36.32
1640448900928.7568,15.16,46.94,36.92
1640452500961.063,15.48,94.35,36.66
1640456100983.9612,15.54,94.26,34.54
1640459701008.415,16.71,94.39,36.55
1640463301030.503,14.17,94.53,36.91
1640466901052.918,15.04,92.87,37.09
1640470501077.928,14.77,94.19,37.41
1640474101099.181,35.76,94.34,37.44
1640477700121.772,26.78,92.87,36.92
1640481300130.794,36.65,75.37,20.17
1640484900168.0232,39.98,93.25,35.66
1640488500191.4548,26.72,93.97,37.8
1640492100206.1292,28.28,91.31,34.75
1640495700239.044,36.57,91.79,37.16
1640499300260.783,22.49,92.37,35.14
1640502900280.159,21.9,93.98,36.57
1640506500309.341,24.7,94.07,37.53
1640510100334.466,14.32,94.12,36.84
1640513700356.811,17.91,93.49,37.31
1640517300372.866,19.29,94.2,36.93
1640520900391.762,17.01,88.69,37.04
1640524500425.41,16.06,93.26,37.39
1640528100437.865,22.09,78.94,36.18
1640531700471.88,17.22,92.91,37.03
1640535300494.697,17.39,90.8,36.3
1640538900517.81,26.32,93.52,36.78
1640542500532.829,14.55,94.15,37.46
1640546100568.035,15.58,91.83,36.46
1640549700576.301,22.03,94.01,29.59
1640553300613.436,20.02,93.84,34.64
1640556900638.797,19.6,92.46,37.17
1640560500661.134,42.2,93.59,35.78
1640564100685.081,31.71,92.03,37.48
1640567700698.555,32.19,93.41,37.91
1640571300720.9001,44.82,93.79,35.38
1640574900745.597,30.36,93.16,37.08
1640578500776.682,33.38,93.56,37.27
1640582100801.859,31.05,94.53,36.81
1640585700810.149,19.41,92.36,37.03
1640589300847.383,16.94,89.98,36.43
1640592900872.261,21.84,91.41,31.34
1640596500894.718,20.0,94.35,37.32
1640600100920.849,20.22,94.19,37.23
1640603700933.893,34.15,93.51,37.64
1640607300956.5452,24.78,93.92,17.73
1640610900988.982,39.8,93.68,37.29
1640614501005.443,33.41,93.21,36.21
1640618101038.579,22.73,94.3,35.4
1640621701060.332,20.77,94.4,36.66
1640625301071.12,23.16,64.03,36.19
1640628901098.168,18.4,93.29,36.25
1640632500121.9321,18.85,93.32,36.42
1640636100136.869,28.96,88.79,34.68
1640639700166.949,20.04,89.61,35.13
1640643300199.462,22.66,91.5,33.68
1640646900214.322,37.58,93.38,36.4
1640650500234.449,23.6,92.96,37.03
1640654100270.251,47.59,93.33,36.64
1640657700283.012,23.3,91.36,37.3
1640661300317.375,15.07,94.49,36.8
1640664900333.102,17.43,94.28,37.4
1640668500367.178,17.61,94.05,34.57
1640672100371.397,14.39,94.61,35.78
1640675700402.134,15.41,94.43,34.86
1640679300424.9858,19.23,86.7,37.34
1640682900449.237,40.15,15.64,36.94
1640686500482.135,24.03,35.69,34.99
1640690100486.561,29.01,52.5,36.05
1640693700527.4329,22.86,94.25,36.86
1640697300537.82,19.59,94.32,37.13
1640700900573.584,21.82,93.98,29.8
1640704500597.03,16.66,84.62,33.54
1640708100620.809,17.6,61.47,35.75
1640711700646.565,19.64,83.66,36.38
1640715300668.174,16.09,91.35,37.12
1640718900691.925,16.13,75.52,32.31
1640722500709.899,19.08,90.39,34.09
1640726100741.799,20.29,90.79,33.59
1640729700759.185,15.91,79.66,31.97
1640733300790.127,40.12,88.72,37.27
1640736900801.685,27.9,65.61,30.53
1640740500825.153,27.62,93.85,34.5
1640744100848.3591,27.44,94.38,35.98
1640747700874.044,17.68,94.18,37.1
1640751300893.224,17.07,83.19,37.23
1640754900925.126,23.89,91.32,37.1
1640758500946.2358,16.09,93.39,37.01
1640762100962.427,19.01,94.31,37.23
1640765700985.012,41.61,51.91,33.74
1640769301014.7122,25.98,93.76,37.58
1640772901029.5159,29.16,93.4,36.59
1640776501061.847,27.99,89.08,37.16
1640780101087.514,43.49,93.16,37.55
1640783701106.017,30.7,25.18,18.24
1640787300129.962,35.37,44.37,36.28
1640790900154.2002,24.52,48.29,31.54
1640794500174.885,25.52,55.15,37.05
1640798100184.8691,29.29,79.64,37.48
1640801700217.407,24.13,93.57,36.43
1640805300242.889,24.55,93.87,37.48
1640808900273.48,21.65,72.26,34.72
1640812500297.126,17.89,91.66,35.89
1640816100318.668,18.68,94.62,35.17
1640819700342.808,41.16,89.74,36.7
1640823300357.559,30.57,74.56,36.71
1640826900391.1682,54.28,92.46,35.56
1640830500413.6802,32.37,92.92,37.2
1640834100439.045,21.64,73.88,37.51
1640837700452.7632,22.01,93.84,37.08
1640841300486.123,41.81,93.78,37.24
1640844900497.966,26.52,90.14,36.75
1640848500532.886,27.08,87.13,36.91
1640852100555.864,28.66,89.17,36.95
1640855700578.93,15.97,93.89,37.28
1640859300591.692,15.67,94.01,37.54
1640862900617.203,16.44,87.05,35.77
1640866500651.8508,16.03,92.24,36.94
1640870100673.7559,15.97,86.22,37.02
1640873700688.709,28.8,90.44,37.3
1640877300723.0261,18.32,72.86,36.58
1640880900746.0972,19.52,94.4,35.13
1640884500766.277,25.79,65.13,37.35
1640888100780.64,16.76,94.5,35.27
1640891700806.308,17.92,94.48,36.74
1640895300829.021,35.22,94.13,38.0
1640898900852.077,27.75,91.17,37.36
1640902500878.815,27.29,91.39,37.44
1640906100908.763,31.72,76.25,15.48
1640909700932.56,20.3,90.16,37.5
1640913300956.136,32.77,80.5,37.29
1640916900968.507,27.3,94.35,37.21
1640920500992.9841,25.57,94.15,37.29
1640924101022.0781,27.46,84.27,35.94
1640927701045.898,24.79,61.66,35.89
1640931301064.476,22.52,94.58,36.26
1640934901080.985,14.86,91.81,37.12
1640938501109.3718,16.1,93.88,36.28
1640942100132.769,22.17,85.0,36.18
1640945700164.875,17.97,93.53,32.14
1640949300171.281,18.93,94.47,31.47
1640952900199.82,38.9,93.82,35.9
1640956500232.834,25.02,90.69,36.95
1640960100257.111,24.13,93.91,37.04
1640963700262.6792,17.96,89.67,36.91
1640967300295.481,18.19,90.05,36.81
1640970900326.0159,18.81,94.37,36.78
1640974500331.972,18.73,93.03,37.21
1640978100363.6702,14.28,94.27,28.82
1640981700387.7102,18.62,90.65,37.11
1640985300419.03,22.85,66.45,35.97
1640988900432.9888,20.47,76.14,36.6
1640992500466.299,18.68,90.56,34.15
1640996100489.6172,31.56,82.26,36.26
1640999700513.0461,31.83,91.6,27.42
1641003300534.103,26.94,79.35,36.58
1641006900551.09,20.75,90.55,31.47
1641010500585.201,15.62,94.33,35.73
1641014100605.966,14.8,94.45,37.17
1641017700631.168,30.84,94.5,35.73
1641021300638.719,27.2,91.73,37.42
1641024900668.781,25.23,93.74,37.09
1641028500692.94,19.14,94.14,39.08
1641032100715.77,19.43,92.07,36.79
1641035700739.906,19.49,94.96,37.55
1641039300765.137,21.61,87.99,0.0
1641042900850.847,17.93,92.81,36.77
1641046500809.549,14.51,93.59,35.44
1641050100833.569,22.78,91.87,37.2
1641053700859.078,18.09,90.4,37.01
1641057300880.699,16.74,90.14,36.19
1641060900912.565,21.3,37.38,26.64
1641064500917.792,15.47,68.33,35.71
1641068100948.393,13.74,93.83,37.04
1641071700983.563,21.46,93.84,36.14
1641075301004.3098,14.43,94.02,35.92
1641078901028.3289,15.52,94.05,36.93
1641082501037.5,35.95,89.81,24.94
1641089701096.981,28.2,93.72,37.54
1641093301120.451,35.75,91.75,37.24
1641096900133.914,26.34,28.26,8.09
1641100500157.2969,25.59,94.21,36.51
1641104100193.206,22.36,91.89,35.73
1641107700209.7622,12.95,94.49,36.56
1641111300235.2778,14.83,89.73,34.73
1641114900258.093,40.45,92.69,36.9
1641118500272.84,25.88,81.65,37.75
1641122100304.817,26.92,90.64,37.14
1641125738594.7039,20.34,94.24,35.32
1641129302347.78,13.84,89.04,37.0
1641132900477.8699,19.35,90.52,34.96
1641136500451.9082,23.01,87.57,37.14
1641140100474.109,18.91,81.0,35.07
1641143700487.36,18.54,91.14,33.14
1641147300519.5361,32.02,93.32,34.99
1641150900547.191,26.09,91.37,37.16
1641154500566.66,27.42,77.74,34.96
1641158100590.183,21.28,59.98,24.27
1641161700599.951,22.62,78.21,36.42
1641165300635.596,15.69,64.05,37.21
1641168900660.366,38.41,12.11,37.14
1641172500678.404,28.9,92.44,35.57
1641176100703.355,26.88,93.03,38.89
1641179700726.232,44.4,89.16,37.25
1641183300749.053,58.74,91.41,37.59
1641186900773.122,31.43,93.06,37.57
1641190500796.7898,24.82,94.29,36.29
1641194100817.847,21.89,69.24,34.26
1641197700833.731,17.32,93.89,36.41
1641201300857.6528,30.36,94.47,36.83
1641204900960.68,25.64,93.73,37.54
1641208500910.313,29.02,93.43,37.51
1641212100928.675,18.99,94.34,36.31
1641215700949.907,18.46,93.41,36.57
1641219300977.994,17.74,92.59,36.02
1641222901007.8462,20.73,68.97,35.95
1641226501015.2969,14.98,90.93,36.54
1641230101035.495,13.64,92.63,24.72
1641233701069.762,31.64,94.29,33.43
1641237301080.3472,22.76,94.02,37.2
1641240901114.555,22.81,68.59,20.02
1641244500120.9941,20.08,82.57,36.92
1641248100161.566,13.81,89.91,37.22
1641251700181.8298,13.45,93.61,35.09
1641255300206.093,38.53,89.09,36.81
1641258900220.625,23.0,53.33,32.03
1641262500245.321,21.84,90.16,36.39
1641266100278.3489,19.64,84.64,35.06
1641269700290.0032,18.19,90.53,30.33
1641273300321.064,19.44,90.98,36.56
1641276900337.006,26.76,91.17,35.58
1641280500360.883,14.63,75.35,35.14
1641284100384.75,14.54,65.06,36.91
1641287700417.691,21.94,90.14,36.42
1641291300434.935,17.64,90.12,36.01
1641294900565.0981,15.74,90.46,28.16
1641298501060.262,21.61,87.96,34.97
1641302100385.4512,25.44,79.69,36.94
1641305702733.052,21.84,89.8,36.28
1641309300583.469,18.27,90.76,35.36
1641312900541.617,13.38,84.3,36.57
1641316502048.258,13.88,89.74,36.03
1641320100840.3499,22.08,90.62,35.71
1641323700666.281,17.84,90.59,36.9
1641327300748.071,14.59,87.95,35.52
1641330900788.856,15.74,90.06,35.71
1641334500812.4749,17.48,86.83,36.32
1641338100833.4019,14.96,71.01,36.13
1641341700858.477,20.73,80.48,35.51
1641345300874.8591,22.37,88.81,31.7
1641348900906.055,16.51,91.05,36.29
1641352500928.5679,29.76,72.43,34.03
1641356100943.75,19.32,86.86,34.84
1641359700975.73,24.3,86.17,37.49
1641363300995.9631,33.87,40.75,35.85
1641366901014.098,24.69,62.13,36.13
1641370501026.897,24.35,67.15,36.88
1641374101048.992,25.97,80.66,35.68
1641377701085.16,21.18,90.79,35.94
1641381301094.125,16.07,71.98,34.17
1641384900124.317,37.71,79.84,18.93
1641388500142.3298,22.3,84.2,34.92
1641392100178.446,23.23,88.5,36.85
1641395700195.2058,26.53,90.31,36.76
1641399300217.57,13.72,85.53,35.07
1641402900248.672,14.76,83.86,36.24
1641406500270.2788,16.93,65.15,36.68
1641410100286.753,15.35,90.13,29.52
1641413700316.033,16.77,90.82,32.18
1641417300338.6409,17.23,91.02,26.36
1641420900353.028,14.09,84.84,32.33
1641424500386.2842,15.7,81.2,36.57
1641428100401.536,32.59,87.67,37.0
1641431700436.939,21.68,90.04,31.19
1641435300456.916,21.7,81.52,33.71
1641438900477.6868,29.07,53.54,35.76
1641442500501.362,22.71,61.94,21.42
1641446100524.916,22.53,43.09,36.57
1641449700542.288,25.87,89.95,36.66
1641453300568.2422,26.23,90.74,26.43
1641456900589.005,26.25,90.62,36.23
1641460500611.113,21.68,90.62,36.39
1641464101279.602,17.87,47.1,34.7
1641467700946.98,18.2,25.01,33.35
1641471302636.1,42.44,60.88,21.62
1641474902676.009,24.25,57.65,21.86
1641482103363.914,26.36,65.17,19.57
1641485706035.485,124.43,57.23,25.63
1641489302619.215,17.09,41.64,25.17
1641492902561.904,50.56,54.98,23.77
1641496502865.3582,19.47,62.86,24.22
1641500101803.9019,14.79,53.26,31.26
1641503701953.85,34.26,33.23,30.35
1641507301781.004,24.21,37.32,25.41
1641510906744.0579,35.77,45.14,23.99
1641514501301.087,32.29,44.93,25.49
1641518101865.993,24.79,42.81,0.03
1641521701794.003,43.18,31.64,24.73
1641525302566.7131,29.47,65.68,20.78
1641532502169.207,22.96,51.97,22.89
1641536102538.943,22.26,51.16,20.7
1641539701803.904,17.61,52.15,23.56
1641543303280.115,15.59,47.23,28.89
1641546904296.108,38.2,46.59,21.42
1641550507205.6948,34.76,90.59,36.16
1641554100808.756,24.18,69.7,33.92
1641557700839.874,20.7,79.01,35.07
1641561300844.041,14.16,89.42,35.25
1641564900873.576,13.06,88.96,34.12
1641568500955.162,18.14,87.99,35.3
1641572100948.536,14.66,89.09,33.36
1641575700962.731,15.01,76.97,36.13
1641579300988.62,25.92,89.72,36.36
1641582901009.2722,24.2,84.19,36.71
1641586501033.23,26.14,90.81,35.12
1641590101048.307,21.87,73.41,28.76
1641593701076.566,17.74,87.81,35.02
1641597301103.065,17.83,90.52,36.79
1641600900122.678,18.3,87.17,36.87
1641608100180.1792,18.93,84.79,34.97
1641611700202.834,21.67,89.49,35.22
1641615300227.0989,18.43,90.3,33.29
1641618900242.086,15.32,90.82,37.18
1641622500270.388,27.2,62.03,34.58
1641626100280.6448,13.94,71.81,37.12
1641629700317.465,13.4,90.9,36.63
1641633300331.406,20.23,88.53,34.99
1641636900356.848,15.91,90.15,36.92
1641640500377.326,17.95,91.14,36.32
1641644100394.221,36.84,89.81,36.33
1641647700490.0059,21.5,89.73,36.34
1641651300449.6602,21.65,86.3,36.6
1641654900482.025,38.26,88.98,35.5
1641658500500.952,31.07,86.66,36.84
1641662100525.501,29.45,89.71,36.51
1641665700538.44,20.97,90.39,34.38
1641669300568.763,16.85,88.74,34.89
1641672900582.326,13.27,89.6,36.52
1641676500602.124,18.55,90.95,36.19
1641680100630.708,14.17,91.19,35.72
1641683700653.1711,14.29,79.89,36.65
1641687300665.589,37.62,26.95,36.94
1641694500710.751,16.63,86.25,35.57
1641698100734.7168,19.84,86.46,36.04
1641701700761.92,15.15,91.22,32.35
1641705300788.19,13.9,83.94,36.08
1641708900812.581,21.02,84.15,36.19
1641712500833.592,12.31,90.84,36.7
1641716100860.376,13.96,90.44,35.94
1641719700870.83,15.73,90.94,36.32
1641723300897.0698,14.1,90.25,36.73
1641726900930.02,15.83,87.68,36.52
1641730500946.541,14.71,82.3,35.58
1641734100973.104,17.83,77.1,32.55
1641737700986.135,17.55,82.61,35.51
1641741301008.658,15.14,62.21,35.65
1641744901040.903,14.59,90.07,34.1
1641748501064.583,14.44,85.78,29.79
1641752101086.396,14.62,91.03,36.82
1641755701100.301,15.31,90.49,36.52
1641759300133.5051,13.91,79.66,16.3
1641762900155.7332,14.12,87.44,34.89
1641766500179.017,13.55,90.57,35.31
1641770100193.397,13.92,84.24,35.92
1641773700225.6191,19.89,86.93,36.67
1641780900260.635,14.23,89.07,36.72
1641784500289.468,14.03,83.7,35.46
1641788100317.6091,13.3,73.45,36.36
1641791700336.373,14.98,86.85,34.62
1641795300350.904,20.56,86.97,35.37
1641798900378.071,17.46,91.0,36.59
1641802500400.257,18.71,77.43,36.14
1641806100422.8052,41.56,90.79,36.63
1641809700434.254,22.42,57.66,37.03
1641813300468.968,19.29,85.18,37.02
1641816900489.223,19.16,68.01,35.76
1641820500508.425,15.79,76.01,35.91
1641824100529.532,16.21,84.32,36.13
1641827700558.521,16.95,91.24,35.98
1641831300581.095,52.52,51.49,34.7
1641834900592.754,135.92,10.26,34.94
1641838500613.894,37.76,88.98,35.4
1641842100643.344,27.32,61.42,26.38
1641845701809.834,34.03,70.67,36.26
1641849300817.407,19.98,65.56,28.13
1641852900855.957,12.62,80.69,36.67
1641856500870.454,14.14,82.25,34.33
1641860100893.2249,16.95,89.4,34.36
1641867300949.186,17.47,91.7,35.47
1641870900973.271,16.78,90.91,36.52
1641874500994.117,17.17,91.78,36.49
1641878101010.257,13.81,90.69,35.84
1641881701041.476,16.96,90.52,34.71
1641885301051.2021,16.71,88.83,35.01
1641888901084.867,17.37,91.61,36.0
1641892501097.844,24.58,90.71,34.71
1641896100120.6392,15.32,65.04,36.09
1641899700153.071,15.14,90.91,36.7
1641903300174.4438,21.17,90.92,36.33
1641906900785.812,16.19,90.98,28.51
1641910500205.088,15.91,87.18,36.33
1641914100265.6301,24.64,84.4,36.3
1641917700260.721,17.33,82.65,34.33
1641921300281.303,14.48,89.84,36.46
1641924900296.992,21.16,90.81,35.57
1641928500353.9,17.36,69.37,23.09
1641932100371.1082,17.12,87.81,36.25
1641935700403.495,21.17,87.66,36.7
1641939300416.6719,14.01,76.15,36.0
1641942900446.165,13.39,91.05,35.8
1641946500472.049,24.43,90.97,36.32
1641953700517.594,19.09,91.07,36.27
1641957300534.228,19.94,86.84,19.28
1641960900562.187,15.3,90.8,27.34
1641964500585.234,18.49,87.27,35.28
1641968100596.94,20.88,90.97,35.99
1641971700612.709,49.23,89.59,36.6
1641975300648.8591,17.49,87.01,35.97
1641978900671.084,33.43,77.26,34.81
1641982500695.711,24.68,84.67,36.0
1641986100832.721,24.67,75.54,36.38
1641989700742.747,27.67,90.5,35.58
1641993300756.957,15.22,90.24,35.71
1641996900780.558,15.89,90.43,36.89
1642000500805.482,18.05,90.74,35.24
1642004100830.517,15.29,88.79,35.62
1642007700858.8918,22.17,58.86,36.72
1642011300869.8909,16.28,89.35,35.91
1642014900894.096,15.4,87.42,33.85
1642018500927.157,14.8,81.24,36.52
1642022100942.1812,27.35,80.89,35.6
1642025700972.45,16.48,89.83,36.42
1642029300984.862,16.36,37.07,35.24
1642032901017.534,34.83,90.24,36.27
1642040101053.285,35.8,90.58,35.56
1642043701084.903,29.75,90.56,36.17
1642047301106.343,24.94,89.44,36.51
1642050900114.789,25.05,86.52,34.33
1642054500151.1172,23.23,90.18,30.26
1642058100173.589,13.57,90.62,35.44
1642061700199.789,14.63,91.16,34.59
1642065300220.9749,31.35,78.44,37.0
1642068900234.7979,20.6,90.83,35.44
1642072500256.826,22.99,79.7,36.15
1642076100289.694,31.25,63.81,28.74
1642079700309.5168,22.56,91.29,35.37
1642083300328.754,21.26,82.95,36.93
1642086900361.185,15.63,85.0,36.1
1642090500384.387,15.36,81.34,36.21
1642094100390.2668,15.8,45.37,28.76
1642097700424.235,23.02,89.72,30.79
1642101300454.091,13.95,87.15,36.23
1642104900476.739,14.62,82.6,35.21
1642108500484.343,16.05,84.44,25.68
1642112100520.173,15.02,86.93,17.14
1642115700542.333,15.28,88.95,16.83
1642119300566.2031,17.11,91.47,34.45
1642122900578.398,17.18,91.59,36.48
1642126500606.137,16.87,91.56,35.64
1642130100627.805,28.64,90.48,36.23
1642133700648.905,25.41,90.2,36.28
1642137300675.3992,20.7,90.64,36.77
1642140900679.539,20.39,87.77,35.77
1642144500718.88,13.81,74.98,33.15
1642148100739.812,13.94,90.58,36.54
1642151700765.38,23.82,85.69,36.03
1642155300781.061,18.27,91.1,36.45
1642158900809.8398,17.09,82.68,35.8
1642162500831.517,14.89,91.21,36.09
1642166100842.0178,13.98,86.38,36.54
1642169700875.191,14.13,90.81,36.51
1642173300889.333,26.05,74.54,36.75
1642176900903.299,16.77,64.71,34.32
1642180500932.0159,17.73,56.79,36.31
1642184100965.972,21.11,76.29,35.64
1642187700985.7021,12.25,90.19,36.7
1642191301008.823,15.64,86.52,35.99
1642194901025.599,20.16,85.52,20.09
1642198501056.956,18.9,64.76,36.14
1642202101079.5469,18.72,87.89,31.52
1642205701101.6282,33.9,89.27,35.84
1642212900144.181,22.62,90.64,35.0
1642216500161.0552,18.0,80.71,36.81
1642220100180.232,15.63,91.15,35.47
1642223700207.039,13.43,74.33,36.5
1642227300237.67,20.52,90.83,13.74
1642230900254.129,20.17,90.26,34.08
1642234500270.227,20.39,87.75,33.76
1642238100306.525,24.31,89.6,36.01
1642241700313.88,14.36,88.14,37.06
1642245300352.519,13.96,89.69,35.99
1642248900376.103,21.53,73.86,33.57
1642252500400.042,18.04,83.79,36.24
1642256100413.758,13.72,86.82,36.31
1642259700436.703,14.32,89.24,36.38
1642263300467.337,13.24,90.5,26.61
1642266900492.688,14.24,90.67,29.9
1642270500513.448,14.32,36.34,30.84
1642274100523.159,13.64,79.67,36.63
1642277700560.941,13.91,72.84,26.77
1642281300580.626,20.86,87.23,35.47
1642284900605.384,13.3,87.5,37.0
1642288500624.836,13.75,89.68,34.73
1642292100634.2722,13.02,60.91,34.67
1642299300675.0369,18.35,90.58,34.46
1642302900713.5261,23.25,90.93,35.49
1642306500741.005,19.72,90.75,36.36
1642310100753.618,13.5,91.08,36.1
1642313700774.833,21.71,81.07,33.96
1642317300806.989,16.18,87.67,36.11
1642320900822.9312,15.93,86.97,34.92
1642324500844.927,20.5,90.55,19.43
1642328100870.313,14.84,89.0,16.49
1642331700888.265,15.25,71.01,15.75
1642335300910.38,16.03,69.26,20.62
